Radius	Area	AreaStd	AreaMin	AreaMax	ImageJ	ImageJStd	ImageJMin	ImageJMax	Crofton2	Crofton2Std	Crofton2Min	Crofton2Max	Crofton4	Crofton4Std	Crofton4Min	Crofton4Max
  8.600	  0.053	  0.550	 -1.873	  2.000	  2.294	  1.057	  0.910	  6.144	 -0.047	  1.594	 -1.163	  4.651	 -0.054	  0.968	 -1.248	  3.714
  8.650	 -0.024	  0.691	 -1.728	  2.526	  2.240	  1.149	  0.326	  5.530	 -0.110	  1.802	 -1.734	  4.046	 -0.121	  1.082	 -1.819	  3.115
  8.700	  0.047	  0.834	 -1.593	  2.613	  2.292	  1.216	  0.821	  4.924	 -0.083	  1.972	 -2.299	  3.448	 -0.060	  1.163	 -1.367	  2.522
  8.750	 -0.011	  0.857	 -1.467	  2.275	  2.316	  1.173	  0.245	  4.324	 -0.029	  1.964	 -2.857	  2.857	 -0.056	  1.147	 -1.931	  1.936
  8.800	 -0.019	  0.965	 -1.350	  2.760	  2.305	  1.076	  0.114	  3.732	 -0.085	  1.926	 -3.409	  2.273	 -0.106	  1.071	 -2.072	  1.357
  8.850	 -0.049	  0.923	 -2.055	  2.415	  2.309	  0.942	  0.166	  4.199	 -0.076	  1.836	 -3.955	  1.695	 -0.088	  0.920	 -2.040	  1.783
  8.900	 -0.001	  0.903	 -3.153	  2.875	  2.367	  0.930	 -0.397	  4.661	 -0.045	  1.557	 -4.494	  1.124	 -0.053	  0.924	 -2.591	  1.211
  8.950	  0.035	  0.871	 -2.642	  1.729	  2.364	  0.919	 -0.953	  4.077	 -0.053	  1.196	 -5.028	  0.559	 -0.059	  0.874	 -3.135	  1.633
  9.000	 -0.039	  0.782	 -2.542	  0.995	  2.335	  0.723	 -0.038	  3.498	 -0.078	  0.458	 -2.778	  0.000	 -0.100	  0.677	 -2.284	  1.069
  9.050	 -0.000	  0.660	 -2.061	  1.825	  2.367	  0.919	  0.866	  4.383	 -0.014	  1.156	 -0.552	  4.972	 -0.090	  0.879	 -1.443	  1.892
  9.100	  0.021	  0.690	 -1.597	  1.862	  2.423	  0.982	  0.312	  4.834	 -0.080	  1.534	 -1.099	  4.396	 -0.033	  0.938	 -1.984	  1.734
  9.150	  0.021	  0.734	 -2.670	  1.893	  2.424	  1.040	 -0.236	  4.684	  0.008	  1.775	 -1.639	  3.825	 -0.064	  0.989	 -2.520	  2.144
  9.200	 -0.018	  0.614	 -1.844	  1.540	  2.416	  0.971	  1.248	  4.115	 -0.054	  1.895	 -2.174	  3.261	 -0.078	  0.910	 -2.089	  1.589
  9.250	  0.005	  0.689	 -1.415	  3.050	  2.437	  1.066	  0.701	  5.568	 -0.024	  1.963	 -2.703	  2.703	 -0.079	  1.022	 -1.663	  2.951
  9.300	 -0.002	  0.831	 -1.736	  1.945	  2.488	  1.137	  0.160	  5.000	 -0.032	  1.922	 -3.226	  2.151	 -0.034	  1.100	 -2.191	  2.398
  9.350	 -0.022	  0.898	 -1.692	  1.949	  2.490	  1.088	  0.621	  4.439	 -0.048	  1.750	 -3.743	  1.604	 -0.043	  1.063	 -1.769	  1.850
  9.400	 -0.040	  0.910	 -1.654	  2.309	  2.470	  1.012	  0.497	  3.883	 -0.059	  1.538	 -4.255	  1.064	 -0.082	  1.011	 -1.902	  1.308
  9.450	  0.004	  0.879	 -2.335	  1.942	  2.509	  0.816	 -0.035	  3.333	 -0.008	  1.183	 -4.762	  0.529	 -0.049	  0.811	 -2.421	  0.772
  9.500	  0.024	  0.756	 -2.655	  3.340	  2.509	  0.492	  0.014	  3.771	 -0.050	  0.378	 -5.263	  0.000	 -0.063	  0.490	 -2.390	  0.242
  9.550	  0.037	  0.598	 -1.927	  2.261	  2.480	  0.555	  1.275	  5.013	 -0.118	  0.969	 -0.524	  4.712	 -0.103	  0.513	 -1.209	  2.335
  9.600	  0.003	  0.511	 -1.910	  1.199	  2.509	  0.897	  1.719	  5.035	 -0.070	  1.483	 -1.042	  4.167	 -0.082	  0.853	 -0.802	  2.341
  9.650	 -0.000	  0.461	 -1.214	  2.546	  2.541	  1.008	  1.192	  4.490	 -0.073	  1.665	 -1.554	  3.627	 -0.076	  0.977	 -1.316	  1.811
  9.700	 -0.012	  0.577	 -1.215	  1.491	  2.549	  1.093	  0.670	  4.350	 -0.052	  1.771	 -2.062	  3.093	 -0.068	  1.055	 -1.825	  1.663
  9.750	 -0.010	  0.731	 -1.891	  1.792	  2.586	  1.090	  0.154	  3.815	  0.036	  1.835	 -2.564	  2.564	 -0.049	  1.063	 -2.329	  1.142
  9.800	  0.013	  0.845	 -2.890	  1.750	  2.622	  1.029	 -0.357	  4.236	 -0.005	  1.755	 -3.061	  2.041	 -0.030	  1.019	 -2.827	  1.528
  9.850	 -0.017	  0.852	 -2.561	  1.376	  2.591	  0.933	 -0.863	  3.707	 -0.056	  1.648	 -3.553	  1.523	 -0.071	  0.932	 -3.320	  1.013
  9.900	 -0.028	  0.795	 -2.568	  1.654	  2.600	  0.716	  0.520	  3.183	 -0.081	  1.423	 -4.040	  1.010	 -0.077	  0.706	 -2.023	  0.502
  9.950	 -0.027	  0.736	 -1.937	  1.599	  2.588	  0.697	  0.952	  3.602	 -0.065	  1.104	 -4.523	  0.503	 -0.096	  0.681	 -1.627	  0.886
 10.000	  0.026	  0.646	 -1.642	  1.223	  2.609	  0.625	  0.833	  4.016	 -0.055	  0.367	 -2.500	  0.000	 -0.088	  0.582	 -1.753	  1.265
 10.050	 -0.013	  0.542	 -1.358	  1.478	  2.634	  0.799	  1.643	  6.123	 -0.035	  1.000	 -0.498	  4.478	 -0.081	  0.747	 -0.998	  3.249
 10.100	  0.018	  0.517	 -1.084	  1.412	  2.728	  1.055	  1.140	  5.597	  0.040	  1.446	 -0.990	  3.960	  0.006	  1.002	 -1.488	  2.738
 10.150	  0.010	  0.563	 -1.747	  2.578	  2.721	  1.096	  0.642	  5.077	  0.015	  1.662	 -1.478	  3.448	 -0.018	  1.046	 -1.973	  2.232
 10.200	  0.005	  0.635	 -1.178	  1.575	  2.740	  1.018	  1.063	  4.562	  0.093	  1.684	 -1.961	  2.941	 -0.011	  0.977	 -1.587	  1.731
 10.250	 -0.029	  0.702	 -1.534	  1.496	  2.685	  0.955	  0.570	  4.052	 -0.059	  1.772	 -2.439	  2.439	 -0.078	  0.914	 -2.067	  1.234
 10.300	 -0.033	  0.660	 -1.588	  1.413	  2.669	  0.977	  0.987	  4.452	 -0.102	  1.702	 -2.913	  1.942	 -0.100	  0.929	 -1.684	  1.601
 10.350	 -0.008	  0.688	 -1.348	  1.327	  2.760	  0.976	  0.499	  3.947	 -0.053	  1.568	 -3.382	  1.449	 -0.024	  0.933	 -2.159	  1.110
 10.400	  0.029	  0.762	 -2.294	  1.532	  2.768	  0.949	  0.016	  4.344	 -0.019	  1.389	 -3.846	  0.962	 -0.027	  0.907	 -2.630	  1.474
 10.450	  0.011	  0.779	 -3.227	  1.729	  2.733	  0.823	 -0.463	  3.845	 -0.029	  1.057	 -4.306	  0.478	 -0.073	  0.793	 -3.095	  0.989
 10.500	  0.026	  0.657	 -2.414	  1.051	  2.773	  0.597	  0.319	  3.350	 -0.014	  0.184	 -2.381	  0.000	 -0.043	  0.565	 -2.366	  0.508
 10.550	 -0.000	  0.541	 -1.621	  0.953	  2.797	  0.712	  1.093	  4.110	 -0.028	  0.968	 -0.474	  4.265	 -0.032	  0.677	 -1.644	  1.216
 10.600	 -0.003	  0.451	 -1.130	  1.136	  2.774	  0.736	  0.616	  4.863	 -0.057	  1.285	 -0.943	  3.774	 -0.066	  0.700	 -2.108	  1.918
 10.650	 -0.020	  0.451	 -0.934	  1.311	  2.785	  0.921	  1.895	  6.122	 -0.059	  1.505	 -1.408	  3.286	 -0.066	  0.871	 -0.908	  3.099
 10.700	  0.012	  0.522	 -1.301	  1.201	  2.844	  1.011	  1.419	  5.626	 -0.005	  1.591	 -1.869	  2.804	 -0.024	  0.957	 -1.371	  2.618
 10.750	  0.012	  0.588	 -1.667	  1.914	  2.837	  1.080	  0.947	  5.134	  0.026	  1.593	 -2.326	  2.326	 -0.039	  1.024	 -1.830	  2.140
 10.800	  0.017	  0.662	 -1.210	  2.064	  2.853	  1.059	  1.343	  4.648	 -0.012	  1.559	 -2.778	  1.852	 -0.039	  1.007	 -1.466	  1.667
 10.850	 -0.012	  0.735	 -1.308	  1.667	  2.833	  0.967	  1.232	  4.165	 -0.023	  1.483	 -3.226	  1.382	 -0.066	  0.918	 -1.582	  1.199
 10.900	  0.022	  0.778	 -1.943	  1.808	  2.892	  0.830	  0.767	  3.688	 -0.028	  1.307	 -3.670	  0.917	 -0.019	  0.787	 -2.034	  0.735
 10.950	  0.013	  0.708	 -1.775	  1.411	  2.855	  0.585	  0.307	  3.214	 -0.062	  1.000	 -4.110	  0.457	 -0.067	  0.557	 -2.481	  0.275
 11.000	  0.008	  0.518	 -1.613	  1.017	  2.874	  0.355	  1.546	  4.440	 -0.034	  0.276	 -2.273	  0.000	 -0.060	  0.334	 -1.317	  1.426
 11.050	 -0.001	  0.419	 -1.198	  1.148	  2.868	  0.697	  2.280	  5.161	 -0.059	  0.916	 -0.452	  4.072	 -0.075	  0.661	 -0.633	  2.098
 11.100	  0.009	  0.404	 -1.053	  1.272	  2.888	  0.880	  1.819	  4.687	 -0.070	  1.236	 -0.901	  3.604	 -0.068	  0.834	 -1.080	  1.638
 11.150	 -0.016	  0.485	 -1.426	  1.390	  2.939	  0.984	  1.363	  4.564	  0.022	  1.534	 -1.345	  3.139	 -0.029	  0.932	 -1.524	  1.511
 11.200	 -0.005	  0.567	 -1.036	  1.756	  2.912	  1.027	  0.910	  4.929	 -0.049	  1.564	 -1.786	  2.679	 -0.065	  0.974	 -1.964	  1.847
 11.250	  0.001	  0.591	 -1.410	  1.105	  2.955	  0.991	  0.462	  4.463	  0.004	  1.600	 -2.222	  2.222	 -0.035	  0.939	 -2.399	  1.394
 11.300	 -0.017	  0.674	 -2.281	  1.209	  2.915	  0.921	  0.017	  4.001	 -0.097	  1.562	 -2.655	  1.770	 -0.084	  0.873	 -2.831	  0.946
 11.350	  0.003	  0.624	 -2.152	  1.308	  2.989	  0.842	  1.219	  5.186	  0.015	  1.400	 -3.084	  1.322	 -0.024	  0.798	 -1.702	  2.058
 11.400	  0.024	  0.609	 -1.783	  1.156	  2.990	  0.846	  1.593	  4.724	 -0.002	  1.245	 -3.509	  0.877	 -0.033	  0.802	 -1.358	  1.611
 11.450	  0.006	  0.602	 -1.668	  2.217	  2.977	  0.758	  1.487	  4.267	 -0.055	  0.988	 -3.930	  0.437	 -0.056	  0.719	 -1.469	  1.167
 11.500	 -0.003	  0.575	 -1.799	  1.330	  2.999	  0.581	  1.046	  3.814	 -0.043	  0.320	 -4.348	  0.000	 -0.045	  0.550	 -1.897	  0.727
 11.550	  0.014	  0.492	 -1.216	  1.170	  3.002	  0.689	  1.750	  5.647	 -0.065	  0.836	 -0.433	  3.896	 -0.052	  0.653	 -1.239	  2.456
 11.600	 -0.007	  0.463	 -0.883	  1.483	  3.005	  0.754	  2.115	  5.192	 -0.058	  1.161	 -0.862	  3.448	 -0.059	  0.714	 -0.903	  2.014
 11.650	 -0.014	  0.447	 -1.263	  1.317	  3.041	  0.779	  1.677	  4.740	  0.013	  1.376	 -1.288	  3.004	 -0.035	  0.738	 -1.328	  1.576
 11.700	 -0.008	  0.402	 -0.942	  1.150	  3.040	  0.816	  2.039	  4.760	 -0.015	  1.444	 -1.709	  2.564	 -0.045	  0.773	 -0.995	  1.585
 11.750	 -0.002	  0.506	 -1.092	  0.983	  3.053	  0.927	  1.605	  4.642	  0.002	  1.528	 -2.128	  2.128	 -0.043	  0.879	 -1.416	  1.464
 11.800	 -0.007	  0.592	 -1.471	  1.044	  3.071	  0.940	  1.174	  4.199	 -0.055	  1.428	 -2.542	  1.695	 -0.036	  0.891	 -1.834	  1.034
 11.850	  0.032	  0.620	 -1.394	  1.099	  3.130	  0.885	  0.747	  4.546	  0.017	  1.324	 -2.954	  1.266	  0.011	  0.839	 -2.248	  1.354
 11.900	  0.003	  0.636	 -1.771	  1.151	  3.110	  0.825	  0.324	  4.107	  0.023	  1.170	 -3.361	  0.840	 -0.017	  0.782	 -2.659	  0.928
 11.950	  0.009	  0.641	 -2.592	  0.975	  3.079	  0.691	 -0.096	  3.671	 -0.033	  0.916	 -3.766	  0.418	 -0.056	  0.655	 -3.066	  0.506
 12.000	 -0.016	  0.580	 -2.960	  1.019	  3.098	  0.323	  1.685	  3.239	 -0.023	  0.217	 -2.083	  0.000	 -0.047	  0.307	 -1.386	  0.087
 12.050	  0.026	  0.385	 -1.352	  1.059	  3.097	  0.474	  2.811	  5.773	 -0.087	  0.791	 -0.415	  3.734	 -0.058	  0.449	 -0.329	  2.480
 12.100	 -0.001	  0.283	 -0.861	  1.096	  3.148	  0.772	  2.386	  6.106	  0.023	  1.213	 -0.826	  3.306	 -0.018	  0.732	 -0.740	  2.787
 12.150	 -0.009	  0.366	 -1.028	  1.559	  3.097	  0.832	  1.965	  5.670	 -0.023	  1.312	 -1.235	  2.881	 -0.076	  0.789	 -1.149	  2.364
 12.200	  0.022	  0.461	 -0.769	  1.798	  3.166	  0.921	  1.547	  5.237	 -0.025	  1.451	 -1.639	  2.459	 -0.019	  0.873	 -1.554	  1.944
 12.250	  0.004	  0.561	 -0.729	  2.029	  3.143	  0.909	  1.893	  4.807	 -0.035	  1.456	 -2.041	  2.041	 -0.049	  0.862	 -1.234	  1.528
 12.300	  0.026	  0.595	 -1.534	  1.622	  3.186	  0.874	  1.793	  4.381	 -0.028	  1.454	 -2.439	  1.626	 -0.017	  0.829	 -1.338	  1.115
 12.350	 -0.004	  0.589	 -0.869	  1.218	  3.141	  0.747	  1.381	  3.959	 -0.099	  1.352	 -2.834	  1.215	 -0.069	  0.708	 -1.738	  0.706
 12.400	  0.022	  0.574	 -1.046	  1.231	  3.180	  0.654	  1.413	  4.291	 -0.030	  1.142	 -3.226	  0.806	 -0.041	  0.620	 -1.716	  1.013
 12.450	  0.036	  0.546	 -1.428	  1.241	  3.221	  0.612	  1.005	  4.621	  0.032	  0.834	 -3.614	  0.402	 -0.011	  0.580	 -2.111	  1.317
 12.500	  0.010	  0.464	 -1.400	  0.637	  3.202	  0.534	  1.656	  4.203	 -0.040	  0.280	 -2.000	  0.000	 -0.037	  0.506	 -1.503	  0.912
 12.550	  0.007	  0.367	 -0.770	  1.453	  3.191	  0.672	  2.302	  4.838	 -0.040	  0.811	 -0.398	  3.586	 -0.056	  0.637	 -0.899	  1.506
 12.600	  0.015	  0.416	 -1.355	  1.051	  3.291	  0.781	  1.896	  4.422	  0.073	  1.116	 -0.794	  3.175	  0.030	  0.741	 -1.292	  1.103
 12.650	  0.008	  0.423	 -1.139	  1.049	  3.216	  0.791	  1.493	  4.315	 -0.063	  1.227	 -1.186	  2.767	 -0.049	  0.750	 -1.682	  0.993
 12.700	  0.011	  0.479	 -1.324	  1.242	  3.229	  0.743	  1.094	  4.638	 -0.016	  1.331	 -1.575	  2.362	 -0.045	  0.705	 -2.069	  1.291
 12.750	  0.003	  0.429	 -1.313	  0.841	  3.259	  0.718	  2.160	  4.959	  0.012	  1.365	 -1.961	  1.961	 -0.025	  0.681	 -1.067	  1.587
 12.800	 -0.007	  0.452	 -1.111	  1.803	  3.256	  0.775	  1.760	  5.277	 -0.029	  1.355	 -2.344	  1.563	 -0.036	  0.735	 -1.453	  1.881
 12.850	  0.017	  0.504	 -1.301	  1.591	  3.300	  0.805	  2.090	  4.868	  0.043	  1.264	 -2.724	  1.167	 -0.002	  0.763	 -1.149	  1.484
 12.900	  0.006	  0.568	 -1.491	  1.570	  3.250	  0.789	  1.994	  4.461	 -0.029	  1.105	 -3.101	  0.775	 -0.057	  0.748	 -1.248	  1.091
 12.950	 -0.001	  0.555	 -1.870	  1.357	  3.312	  0.631	  1.600	  4.058	  0.002	  0.818	 -3.475	  0.386	 -0.006	  0.598	 -1.630	  0.701
 13.000	 -0.023	  0.456	 -1.493	  1.332	  3.289	  0.461	  1.209	  3.658	 -0.023	  0.209	 -1.923	  0.000	 -0.036	  0.437	 -2.008	  0.313
 13.050	 -0.003	  0.383	 -0.938	  1.865	  3.274	  0.508	  2.546	  5.281	 -0.048	  0.763	 -0.383	  3.448	 -0.058	  0.481	 -0.748	  1.845
 13.100	 -0.002	  0.345	 -0.951	  1.275	  3.308	  0.607	  2.866	  5.296	 -0.027	  1.095	 -0.763	  3.053	 -0.034	  0.576	 -0.452	  1.851
 13.150	  0.005	  0.342	 -0.783	  1.058	  3.325	  0.746	  2.475	  4.896	 -0.006	  1.260	 -1.141	  2.662	 -0.025	  0.707	 -0.831	  1.464
 13.200	 -0.001	  0.360	 -0.985	  1.025	  3.299	  0.834	  2.087	  4.791	 -0.042	  1.344	 -1.515	  2.273	 -0.057	  0.791	 -1.207	  1.357
 13.250	  0.005	  0.430	 -1.006	  1.170	  3.341	  0.857	  1.702	  4.396	  0.021	  1.381	 -1.887	  1.887	 -0.025	  0.813	 -1.579	  0.975
 13.300	  0.016	  0.508	 -1.209	  0.951	  3.366	  0.821	  1.320	  4.704	 -0.009	  1.307	 -2.256	  1.504	 -0.009	  0.779	 -1.949	  1.260
 13.350	  0.017	  0.549	 -1.411	  1.268	  3.383	  0.744	  0.940	  4.312	  0.030	  1.204	 -2.622	  1.124	 -0.001	  0.705	 -2.317	  0.880
 13.400	  0.025	  0.562	 -1.437	  1.045	  3.389	  0.607	  0.563	  3.923	  0.026	  1.038	 -2.985	  0.746	 -0.002	  0.576	 -2.681	  0.504
 13.450	  0.001	  0.486	 -1.816	  0.823	  3.375	  0.440	  1.576	  4.230	 -0.004	  0.809	 -3.346	  0.372	 -0.023	  0.417	 -1.729	  0.787
 13.500	  0.010	  0.370	 -2.018	  0.776	  3.366	  0.359	  2.176	  4.534	 -0.022	  0.218	 -3.704	  0.000	 -0.038	  0.340	 -1.167	  1.069
 13.550	  0.003	  0.345	 -1.006	  1.074	  3.375	  0.580	  2.772	  6.095	 -0.022	  0.740	 -0.369	  3.321	 -0.037	  0.550	 -0.609	  2.541
 13.600	 -0.009	  0.320	 -0.872	  0.677	  3.363	  0.678	  2.395	  5.705	 -0.059	  0.988	 -0.735	  2.941	 -0.056	  0.642	 -0.974	  2.164
 13.650	 -0.007	  0.336	 -0.743	  1.307	  3.388	  0.789	  2.019	  5.317	 -0.005	  1.183	 -1.099	  2.564	 -0.040	  0.748	 -1.337	  1.790
 13.700	  0.004	  0.407	 -0.957	  1.078	  3.423	  0.792	  2.328	  4.933	  0.002	  1.248	 -1.460	  2.190	 -0.013	  0.751	 -1.052	  1.418
 13.750	 -0.022	  0.438	 -1.171	  2.364	  3.390	  0.740	  1.956	  4.551	 -0.064	  1.268	 -1.818	  1.818	 -0.052	  0.701	 -1.412	  1.049
 13.800	 -0.011	  0.467	 -0.883	  1.624	  3.398	  0.678	  2.262	  4.568	 -0.049	  1.278	 -2.174	  1.449	 -0.051	  0.643	 -1.128	  1.058
 13.850	  0.023	  0.469	 -1.598	  1.223	  3.459	  0.697	  1.893	  4.470	  0.031	  1.155	 -2.527	  1.083	 -0.000	  0.661	 -1.485	  0.958
 13.900	 -0.001	  0.473	 -1.645	  0.826	  3.434	  0.686	  1.526	  4.765	 -0.038	  1.036	 -2.878	  0.719	 -0.031	  0.651	 -1.840	  1.231
 13.950	  0.011	  0.457	 -1.204	  0.922	  3.451	  0.619	  1.162	  4.389	 -0.011	  0.781	 -3.226	  0.358	 -0.022	  0.586	 -2.191	  0.868
 14.000	 -0.021	  0.438	 -1.097	  1.015	  3.442	  0.475	  2.684	  4.016	 -0.016	  0.169	 -1.786	  0.000	 -0.036	  0.450	 -0.755	  0.508
 14.050	 -0.011	  0.399	 -0.832	  0.942	  3.430	  0.556	  2.319	  4.585	 -0.052	  0.733	 -0.356	  3.203	 -0.055	  0.527	 -1.108	  1.040
 14.100	  0.020	  0.323	 -1.054	  0.868	  3.496	  0.637	  1.956	  5.149	  0.034	  1.018	 -0.709	  2.837	  0.001	  0.604	 -1.459	  1.568
 14.150	  0.013	  0.299	 -0.798	  0.792	  3.489	  0.622	  2.255	  5.436	  0.018	  1.140	 -1.060	  2.473	 -0.012	  0.590	 -1.182	  1.834
 14.200	 -0.011	  0.323	 -0.706	  0.715	  3.447	  0.723	  2.551	  5.721	 -0.088	  1.189	 -1.408	  2.113	 -0.059	  0.685	 -0.908	  2.097
 14.250	  0.006	  0.384	 -0.774	  0.950	  3.477	  0.783	  2.191	  5.350	 -0.025	  1.236	 -1.754	  1.754	 -0.037	  0.742	 -1.256	  1.739
 14.300	 -0.006	  0.432	 -1.156	  1.024	  3.473	  0.808	  2.486	  4.982	 -0.044	  1.217	 -2.098	  1.399	 -0.047	  0.766	 -0.983	  1.384
 14.350	  0.001	  0.467	 -0.916	  1.248	  3.512	  0.748	  2.129	  4.616	 -0.057	  1.170	 -2.439	  1.045	 -0.017	  0.709	 -1.328	  1.030
 14.400	  0.012	  0.497	 -1.142	  1.467	  3.522	  0.656	  2.043	  4.253	 -0.012	  1.009	 -2.778	  0.694	 -0.014	  0.622	 -1.416	  0.679
 14.450	  0.025	  0.482	 -1.215	  1.376	  3.538	  0.503	  1.689	  3.892	  0.005	  0.735	 -3.114	  0.346	 -0.005	  0.477	 -1.757	  0.331
 14.500	  0.021	  0.417	 -1.593	  0.981	  3.519	  0.109	  2.625	  3.534	 -0.017	  0.172	 -1.724	  0.000	 -0.029	  0.103	 -0.877	 -0.015
 14.550	 -0.013	  0.278	 -1.366	  0.739	  3.546	  0.505	  3.178	  5.366	 -0.000	  0.721	 -0.344	  3.093	 -0.010	  0.478	 -0.358	  1.716
 14.600	  0.007	  0.218	 -0.696	  1.544	  3.543	  0.658	  2.825	  5.005	 -0.043	  0.945	 -0.685	  2.740	 -0.019	  0.623	 -0.700	  1.367
 14.650	  0.002	  0.316	 -0.631	  1.148	  3.547	  0.762	  2.474	  4.647	 -0.000	  1.069	 -1.024	  2.389	 -0.021	  0.722	 -1.039	  1.021
 14.700	  0.024	  0.360	 -0.864	  0.756	  3.557	  0.766	  2.125	  4.553	 -0.049	  1.147	 -1.361	  2.041	 -0.018	  0.726	 -1.375	  0.927
 14.750	  0.002	  0.404	 -1.535	  0.806	  3.562	  0.757	  1.779	  4.831	 -0.002	  1.188	 -1.695	  1.695	 -0.020	  0.718	 -1.710	  1.184
 14.800	 -0.015	  0.428	 -1.473	  1.143	  3.551	  0.709	  1.435	  4.477	 -0.027	  1.174	 -2.027	  1.351	 -0.036	  0.673	 -2.042	  0.842
 14.850	 -0.013	  0.441	 -1.702	  0.752	  3.545	  0.627	  1.094	  4.753	 -0.052	  1.108	 -2.357	  1.010	 -0.048	  0.594	 -2.371	  1.098
 14.900	 -0.003	  0.426	 -1.070	  0.937	  3.558	  0.606	  2.006	  5.027	 -0.044	  0.959	 -2.685	  0.671	 -0.041	  0.575	 -1.513	  1.352
 14.950	 -0.004	  0.417	 -0.876	  0.833	  3.580	  0.560	  2.547	  4.676	 -0.028	  0.737	 -3.010	  0.334	 -0.026	  0.531	 -1.006	  1.013
 15.000	  0.005	  0.367	 -1.253	  1.293	  3.574	  0.474	  2.205	  4.327	 -0.037	  0.245	 -1.667	  0.000	 -0.038	  0.449	 -1.336	  0.676
 15.050	  0.008	  0.299	 -0.503	  0.902	  3.619	  0.597	  2.741	  5.733	  0.012	  0.717	 -0.332	  2.990	 -0.001	  0.566	 -0.833	  2.003
 15.100	  0.015	  0.318	 -0.882	  0.794	  3.616	  0.616	  2.401	  5.382	 -0.025	  0.908	 -0.662	  2.649	 -0.010	  0.584	 -1.161	  1.665
 15.150	 -0.000	  0.332	 -0.703	  0.684	  3.588	  0.632	  2.679	  5.035	 -0.031	  1.051	 -0.990	  2.310	 -0.042	  0.599	 -0.904	  1.329
 15.200	 -0.007	  0.317	 -0.804	  0.987	  3.621	  0.628	  2.341	  4.689	 -0.007	  1.162	 -1.316	  1.974	 -0.017	  0.595	 -1.230	  0.996
 15.250	 -0.004	  0.313	 -0.632	  0.874	  3.587	  0.681	  2.617	  4.957	 -0.062	  1.167	 -1.639	  1.639	 -0.055	  0.645	 -0.974	  1.244
 15.300	 -0.004	  0.363	 -0.872	  1.303	  3.623	  0.715	  2.281	  4.614	 -0.047	  1.125	 -1.961	  1.307	 -0.027	  0.678	 -1.298	  0.914
 15.350	 -0.010	  0.410	 -1.112	  1.185	  3.637	  0.719	  1.948	  4.881	 -0.029	  1.074	 -2.280	  0.977	 -0.019	  0.682	 -1.620	  1.161
 15.400	  0.006	  0.421	 -1.753	  0.663	  3.651	  0.649	  1.617	  4.540	  0.005	  0.924	 -2.597	  0.649	 -0.011	  0.615	 -1.939	  0.832
 15.450	  0.002	  0.407	 -1.854	  0.813	  3.645	  0.545	  1.288	  4.202	 -0.015	  0.686	 -2.913	  0.324	 -0.022	  0.517	 -2.256	  0.506
 15.500	 -0.004	  0.365	 -1.427	  0.826	  3.648	  0.328	  1.812	  3.866	 -0.011	  0.135	 -1.613	  0.000	 -0.025	  0.311	 -1.765	  0.182
 15.550	  0.016	  0.286	 -1.006	  0.573	  3.646	  0.354	  2.932	  5.228	 -0.042	  0.635	 -0.322	  2.894	 -0.032	  0.336	 -0.709	  1.467
 15.600	  0.019	  0.257	 -0.594	  0.976	  3.668	  0.524	  3.200	  6.086	 -0.016	  0.881	 -0.641	  2.564	 -0.016	  0.497	 -0.460	  2.275
 15.650	 -0.009	  0.226	 -0.708	  0.852	  3.640	  0.604	  2.870	  5.747	 -0.035	  0.985	 -0.958	  2.236	 -0.049	  0.573	 -0.778	  1.949
 15.700	 -0.007	  0.255	 -0.435	  0.727	  3.662	  0.684	  2.543	  5.410	 -0.059	  1.107	 -1.274	  1.911	 -0.033	  0.649	 -1.094	  1.624
 15.750	  0.001	  0.356	 -0.682	  1.115	  3.690	  0.687	  2.809	  5.075	 -0.046	  1.119	 -1.587	  1.587	 -0.012	  0.651	 -0.847	  1.301
 15.800	 -0.002	  0.409	 -0.799	  0.986	  3.676	  0.693	  2.484	  4.743	 -0.011	  1.096	 -1.899	  1.266	 -0.031	  0.657	 -1.161	  0.981
 15.850	  0.003	  0.428	 -0.664	  1.110	  3.693	  0.624	  2.404	  4.412	 -0.003	  1.025	 -2.208	  0.946	 -0.020	  0.592	 -1.242	  0.662
 15.900	 -0.028	  0.418	 -0.910	  1.231	  3.665	  0.502	  2.082	  4.084	 -0.068	  0.899	 -2.516	  0.629	 -0.052	  0.476	 -1.552	  0.346
 15.950	 -0.017	  0.357	 -0.779	  1.097	  3.692	  0.434	  2.105	  4.342	 -0.031	  0.686	 -2.821	  0.313	 -0.031	  0.412	 -1.536	  0.585
 16.000	  0.025	  0.303	 -1.274	  0.964	  3.698	  0.352	  2.610	  4.599	 -0.012	  0.139	 -1.562	  0.000	 -0.031	  0.334	 -1.063	  0.823
 16.050	 -0.000	  0.283	 -1.147	  0.583	  3.686	  0.506	  3.111	  5.095	 -0.025	  0.624	 -0.312	  2.804	 -0.047	  0.480	 -0.592	  1.288
 16.100	  0.005	  0.253	 -1.146	  0.696	  3.716	  0.616	  2.791	  4.768	 -0.039	  0.851	 -0.621	  2.484	 -0.024	  0.584	 -0.901	  0.973
 16.150	 -0.005	  0.270	 -0.537	  0.684	  3.697	  0.654	  2.473	  4.683	 -0.036	  0.997	 -0.929	  2.167	 -0.047	  0.620	 -1.208	  0.888
 16.200	  0.003	  0.309	 -0.786	  0.670	  3.730	  0.633	  2.157	  4.935	 -0.037	  1.072	 -1.235	  1.852	 -0.021	  0.600	 -1.513	  1.122
